Title,Yield,Ingredients,Steps,URL,Tags,,,,,,,,,,,,,,,,,,
Vanilla Cupcakes,12 cupcakes,"[{'main': ['1 1/4 cups all purpose flour', '1/4 cup quinoa or almond flour', '1 1/2 teaspoons baking powder', '1/2 teaspoon fine sea salt', '1 cup sugar', '1/2 cup butter at room temperature', '2 large eggs at room temperature', '1/2 cup whole milk at room temperature', '1 teaspoon pure vanilla extract', 'Frosting of choice', 'Special equipment one 12 cup muffin pan and 12 paper cupcake liners such as Betty Crocker Standard Size Baking Cups']}]","['Place an oven rack in the center of the oven.', 'Preheat the oven to 350 degrees F. Line a 12 cup muffin pan with paper liners.', 'Set aside.', 'In a medium bowl whisk together the flours baking powder and salt.', 'In a large bowl using an electric hand mixer beat the sugar and butter until combined.', 'Add the eggs milk and vanilla.', 'Beat until smooth.', 'Add the dry ingredients and mix until just blended.', 'Spoon the batter into the prepared muffin cups .', 'Bake until puffed and the cake springs back when touched 15 to 17 minutes.', 'Transfer to a wire rack and cool completely about 30 minutes.', 'Using a small spatula frost the tops of the cupcakes.', 'Allow the frosting to set for 20 minutes before serving.']",https://www.foodnetwork.com/recipes/giada-de-laurentiis/vanilla-cupcakes-recipe-2010526,"['Easy Dessert Recipes', 'Dessert', 'Easy Baking', 'Baking', 'Cupcake', 'Dairy Recipes']",,,,,,,,,,,,,,,,,,
Carrot Cake Cupcakes,22 cupcakes,"[{'frosting': ['3/4 pound cream cheese at room temperature', '1/2 pound unsalted butter at room temperature', '1 teaspoon pure vanilla extract', '1 pound confectioners sugar']}, {'main': ['1 cup chopped walnuts', '1 cup raisins', '3 cups grated carrots', '1 1/2 teaspoons kosher salt', '2 teaspoons baking soda', '2 teaspoons ground cinnamon', '2 cups all purpose flour', '3 extra large eggs', '1 teaspoon pure vanilla extract', '1 1/3 cups vegetable oil', '2 cups sugar']}]","['Preheat the oven to 400 degrees F. Beat the sugar oil and vanilla together in the bowl of an electric mixer fitted with a paddle attachment.', 'Add the eggs 1 at a time.', 'In another bowl sift together the flour cinnamon baking soda and salt.', 'With the mixer on low speed add 1/2 of the dry ingredients to the wet ingredients.', 'Add the grated carrots raisins and walnuts to the remaining flour mix well and add to the batter.', 'Mix until just combined.', 'Line muffin pans with paper liners.', 'Scoop the batter into 22 muffin cups until each is 3/4 full.', 'Bake for 10 minutes then reduce oven temperature to 350 degrees F and cook for a further 30 to 35 minutes until a toothpick comes out clean.', 'Cool on a rack.', 'For the frosting cream the cream cheese butter and vanilla in the bowl of an electric mixer fitted with a paddle attachment.', 'Add the sugar and beat until smooth.', 'When the cupcakes are cool frost them generously and serve.']",https://www.foodnetwork.com/recipes/ina-garten/carrot-cake-cupcakes-recipe-1914325,"['Carrot Cake', 'Cake', 'Carrot Recipes', 'Easter Cupcake', 'Cupcake', 'Easter', 'Easter Desserts', 'Dessert', 'Baking', 'Mixer Recipes']",,,,,,,,,,,,,,,,,,
Hummingbird Cupcakes,12 to 15 cupcakes,"[{'frosting': ['8 ounces cream cheese at room temperature', '4 tablespoons butter at room temperature', '3 cups powdered sugar', '2 teaspoons vanilla extract']}, {'main': ['Cream Cheese Frosting recipe follows', '1/2 cup chopped pecans', '1 teaspoon pure vanilla extract', '2 large eggs', '1/2 cup sugar', '1 stick unsalted butter at room temperature', '1/4 teaspoon salt', '1/2 teaspoon ground cinnamon', '1/2 teaspoon baking soda', '1/2 teaspoon baking powder', '1 cup all purpose flour', '2 large ripe bananas mashed', '1/4 cup crushed pineapple packed in juice']}]","['Preheat the oven to 350 degrees F. Line a 12 cup muffin pan with paper cupcake liners.', 'Add the pineapples and bananas to a medium bowl.', 'Mash together with the back of a fork and set aside.', 'Whisk together the flour baking powder baking soda cinnamon and salt in a separate medium bowl.', 'Add the butter and the sugar to a large bowl.', 'Beat with a hand held mixer until light and fluffy 3 to 4 minutes.', 'Beat in the eggs one at a time and then the vanilla extract.', 'Add the dry ingredients into the wet by scoopfuls and beat until thoroughly combined.', 'Beat in the pineapple and bananas being careful not to over mix.', 'Fold in the pecans.', 'Use an ice cream scoop to fill each tin three quarters way full.', 'Bake until the tops turn golden brown and when a toothpick inserted in the middle of the cupcake comes out clean 18 to 20 minutes.', 'Remove the cupcakes from the oven to a wire rack and let cool completely before frosting.', 'Frost the cupcakes with the Cream Cheese Frosting once cool.', 'Add the butter and cream cheese to a large bowl and beat together until smooth.', 'Add the powdered sugar and vanilla and continue to beat until smooth and light.']",https://www.foodnetwork.com/recipes/patrick-and-gina-neely/hummingbird-cupcakes-recipe-2042562,"['Easy Dessert Recipes', 'Dessert', 'Easy Baking', 'Baking', 'Cupcake', 'Cream Cheese Frosting', 'Nut Recipes', 'Fruit', 'Pineapples', 'Banana']",,,,,,,,,,,,,,,,,,
Southern Red Velvet Cupcakes,48 mini cupcakes or 24 regular-size cupcakes,"[{'frosting': ['4 cups confectioners sugar', '8 ounces cream cheese', '1 cup or 2 sticks unsalted butter', '1/2 teaspoon salt', '4 teaspoons pure vanilla extract']}, {'main': ['Cream Cheese Frosting recipe follows', '1/2 tablespoon vanilla extract', '1 tablespoon white distilled vinegar', '2 tablespoons red food coloring', '3/4 cup buttermilk room temperature', '1 1/3 cups vegetable oil', '2 eggs', '1 teaspoon salt', '1 teaspoon baking soda', '3 tablespoons unsweetened cocoa powder', '1 1/2 cups sugar', '2 1/2 cups flour']}]","['Preheat the oven to 350 degrees F. Line mini cupcake or muffin pans with 48 mini cupcake liners or line regular size cupcake or muffin pans with 24 regular cupcake liners.', 'In mixing bowl sift together the flour sugar baking soda cocoa powder and salt.', 'In another mixing bowl stir together the eggs and oil.', 'In a mixing cup mix together the buttermilk food coloring vinegar and vanilla extract and lightly whisk.', 'Gradually add the dry ingredients and buttermilk mixture to the egg mixture starting and ending with the dry ingredients.', 'We are trying to achieve a dark brown red cupcake color so add more cocoa powder if the red is not deep enough.', 'Then add the batter to the mini cupcake liners until they are 3/4 full and bake for 13 to 14 minutes or until done.', 'Alternately fill the regular size cupcake liners and bake 22 minutes or until done.', 'Let the cupcakes cool completely.', 'Combine the sugar cream cheese butter salt and vanilla extract in a large mixing bowl and blend for 2 minutes.']",https://www.foodnetwork.com/recipes/southern-red-velvet-cupcakes-recipe-2040534,"['Easy Dessert Recipes', 'Dessert', 'Easy Baking', 'Chocolate Cupcake', 'Cupcake', 'Baking', 'Red Velvet Cake', 'Cream Cheese Recipes', 'Buttermilk', 'Dairy Recipes']",,,,,,,,,,,,,,,,,,
Ultimate White Cupcakes,12 cupcakes,"[{'main': ['1 1/2 cups cake flour', '1 teaspoon baking powder', '1/2 teaspoon fine salt', '1/2 cup milk at room temperature', '1 teaspoon pure vanilla extract', '1 sticks unsalted butter at room temperature', '3/4 cup sugar', '2 large egg whites at room temperature', 'Fondant flower for garnish optional']}]","['Preheat the oven to 350 degrees F and position a rack in the middle of the oven.', 'Line one 12 cup standard muffin tin with cupcake liners.', 'Sift the flour baking powder and salt into a medium bowl.', 'Stir the milk and vanilla together in a small bowl.', 'Set aside.', 'Add the butter to the bowl of a stand mixer fitted with a paddle attachment .', 'Mix on low speed until the butter is smooth about 1 minute.', 'Gradually beat in 1/2 cup of the sugar.', 'Increase the speed to high and beat until light and fluffy about 5 minutes.', 'Scrape down the sides of the bowl as needed.', 'Reduce the mixer speed to low.', 'Add about one third of the flour mixture and beat until just combined.', 'Add half the milk mixture and beat until smooth.', 'Repeat adding flour then milk and then the rest of the flour stopping and scraping down the sides of the bowl as needed.', 'Increase the mixer speed to medium and beat briefly to make a smooth batter.', 'Put the egg whites in a clean bowl.', 'Whip on high speed until foamy.', 'Gradually add the remaining 1/4 cup sugar and continue to beat until the egg whites are glossy and hold stiff peaks about 10 minutes.', 'Fold the whites into the batter in three batches.', 'Divide the cake batter evenly between the liners.', 'Bake until a tester inserted in the center of the cakes comes out clean rotating the tin about halfway through about 20 minutes.', 'Cool the cupcakes on a rack in the tin for 10 minutes and then remove from the tin.', 'Cool on the rack completely.']",https://www.foodnetwork.com/recipes/food-network-kitchen/ultimate-white-cupcakes-3364360,"['Baking', 'Dessert', 'Cupcake']",,,,,,,,,,,,,,,,,,
Mini Carrot Cupcakes,48 mini cupcakes,"[{'topping': ['1 medium carrot', '3/4 cup granulated sugar']}, {'main': ['1 1/4 cups all purpose flour', '1/2 cup sliced almonds', '1 teaspoon baking powder', '1/2 teaspoon baking soda', '1/2 teaspoon salt', '1 teaspoon ground cinnamon', '1/2 teaspoon ground ginger', '1/4 teaspoon ground allspice', '1 1/2 cups grated carrots', '2/3 cup vegetable oil', '1 cup granulated sugar', '3 large eggs', '1 teaspoon vanilla extract']}, {'frosting': ['2 1/2 cups confectioners sugar', '8 ounces cream cheese softened', '2 tablespoons unsalted butter softened', '1 teaspoon lemon juice', '1/4 teaspoon almond extract']}]","['Make the topping Peel long ribbons from the carrot using a vegetable peeler then slice the ribbons lengthwise into 1/4 inch wide strands .', 'Preheat the oven to 250 degrees F. Bring the granulated sugar and 3/4 cup water to a simmer in a saucepan over medium heat.', 'Add the carrot strands and simmer until soft about 10 minutes.', 'Drain and cool slightly.', 'Arrange the strands in squiggles on a parchment paper lined baking sheet.', 'Bake until dry 25 to 30 minutes.', 'Let cool completely.', 'Make the cupcakes Raise the oven temperature to 350 degrees F. Line two 24 cup mini muffin pans with paper liners.', 'Put the flour almonds baking powder baking soda salt cinnamon ginger and allspice in a food processor and pulse until the nuts are finely ground.', 'Whisk the grated carrots vegetable oil granulated sugar eggs and vanilla in a large bowl until combined.', 'Stir in the flour mixture until just combined.', 'Divide among the mini muffin cups filling each three quarters of the way.', 'Bake until a toothpick comes out clean 10 to 15 minutes.', 'Transfer to a rack and let cool 5 minutes then remove the cupcakes from the pans to cool completely.', 'Meanwhile make the frosting Beat the confectioners sugar cream cheese and butter with a mixer until fluffy.', 'Beat in the lemon juice and almond extract.', 'Pipe or spread on the cupcakes.', 'Top with the candied carrots.']",https://www.foodnetwork.com/recipes/food-network-kitchen/mini-carrot-cupcakes-recipe-1973874,"['Healthy', 'Cupcake', 'Carrot Recipes', 'Diabetes-Friendly', 'Low Calorie', 'Heart-Healthy', 'Low-Fat', 'Low Sodium', 'Low-Cholesterol']",,,,,,,,,,,,,,,,,,
Raspberry Cream Cupcakes,18 cupcakes,"[{'main': ['1 box white cake mix', '1 1/3 cups water', '3 large eggs whites', '2 tablespoons unsalted butter melted', '2 teaspoons almond extract', '2 teaspoons vanilla extract', '2 containers fresh raspberries cut in half or 1 container fresh strawberries coarsely chopped', '1 cup heavy whipping cream', '1/3 cup powdered sugar plus additional for dusting']}]","['Line 18 muffin cups with muffin papers.', 'Preheat the oven to 350 degrees F. Using an electric mixer beat the cake mix water egg whites melted butter almond extract and vanilla extract in a large bowl for 2 minutes or until the batter is well blended.', 'Using about 1/3 cup of batter for each cupcake spoon the batter into the prepared muffin cups.', 'Bake the cupcakes until they are very pale golden on top about 15 minutes.', 'Cool the cupcakes completely on a cooling rack.', 'Using a fork coarsely mash 1 1/2 containers of raspberries in a medium bowl.', 'Beat the cream and 1/3 cup of powdered sugar in a large bowl until firm peaks form.', 'Fold the mashed raspberries into the whipped cream.', 'Remove the muffin papers from the cupcakes and cut the tops off of each cupcake.', 'Spoon the raspberry whipped cream atop the cupcake bottoms.', 'Place the cupcake tops on the cupcakes.', 'Dust with more powdered sugar and serve with the remaining berries.']",https://www.foodnetwork.com/recipes/giada-de-laurentiis/raspberry-cream-cupcakes-recipe-1916197,"['Easy Dessert Recipes', 'Dessert', 'Easy Baking', 'Italian Dessert Recipes', 'Italian', 'Baking', 'Mixer Recipes', 'European Recipes', 'Cupcake', 'Sugar']",,,,,,,,,,,,,,,,,,
Gina's Banana Cupcakes,12 cupcakes,"[{'main': ['1 cup all purpose flour', '1/2 teaspoon baking powder', '1/2 teaspoon baking soda', '1/4 teaspoon fine salt', '1 stick butter softened', '1/2 cup granulated sugar', '1/4 cup sour cream', '1 1/2 teaspoons vanilla extract', '2 large eggs', '2 large ripe bananas peeled and mashed', '3/4 cup chopped walnuts']}, {'frosting': ['4 ounce cream cheese softened', '2 tablespoons butter softened', '2 tablespoons molasses', '2 cups confectioners sugar', '2 tablespoons whole milk']}]","['Preheat the oven to 350 F. Line a muffin tin with paper cupcake liners.', 'In a medium bowl combine the flour baking powder baking soda and salt.', 'Set aside.', 'In a large bowl add the butter and granulated sugar.', 'Beat with a hand held mixer until combined.', 'Add the sour cream and vanilla.', 'Slowly beat in the eggs one at a time.', 'Incorporate the dry mixture and wet mixture together until thoroughly combined.', 'Add the bananas and 1/2 cup walnuts being careful not to over mix.', 'Using an ice cream scoop fill each cupcake liner three quarters of the way full.', 'Bake in the oven until the tops turn golden brown and a toothpick inserted in the middle of the cupcake comes out clean 18 to 20 minutes.', 'Remove the cupcakes from the oven to a wire rack and let cool before frosting.', 'In a large bowl add the cream cheese and butter.', 'Beat together until incorporated.', 'Add the molasses and mix well.', 'Stir in the confectioner s sugar milk and vanilla.', 'Heavily frost the cupcakes and garnish with the remaining 1/4 cup walnuts.']",https://www.foodnetwork.com/recipes/patrick-and-gina-neely/ginas-banana-cupcakes-recipe-1949298,"['Easy Dessert Recipes', 'Dessert', 'Cupcake', 'Banana', 'Fruit', 'Recipes for Parties', 'Recipes for a Crowd', 'Kid-Friendly', 'Low Sodium']",,,,,,,,,,,,,,,,,,
Heavenly Creme Filled Cupcakes,18 cupcakes,"[{'main': ['Baking spray', '2 cups all purpose flour', '2 cups granulated sugar', '1/4 teaspoon salt', '1/2 cup buttermilk', '1 teaspoon baking soda', '1 teaspoon vanilla extract', '2 whole eggs', '2 sticks butter', '4 tablespoons cocoa powder', '1 cup boiling water']}, {'ganache': ['1 cup heavy cream', '6 tablespoons corn syrup', '8 ounces bittersweet chocolate', '2 teaspoons vanilla extract']}, {'filling': ['1 stick butter', '1/2 cup shortening such as Crisco', '4 cups powdered sugar', '1/8 teaspoon salt', '1/4 cup whole milk', '1 1/2 teaspoons vanilla extract']}]","['For the cupcakes Preheat the oven to 350 degrees.', 'Thoroughly spray 18 muffin cups with baking spray.', 'To make the cake batter combine the flour granulated sugar and salt.', 'Set aside.', 'In a separate container combine the buttermilk baking soda vanilla and eggs.', 'Stir to combine and set aside.', 'In a saucepan melt the butter over medium heat.', 'Add the cocoa powder and stir to combine.', 'Add the boiling water allow to bubble for a few seconds and then turn off the heat.', 'Pour the chocolate mixture over the flour mixture.', 'Stir a few times to cool the chocolate.', 'Pour the buttermilk mixture over the top and stir to combine.', 'Fill muffin cups just over half full .', 'Bake for 13 to 15 minutes.', 'Allow to cool for 5 minutes in the pan and then remove the cupcakes and allow to cool completely on a baking rack.', 'For the ganache To make the ganache heat the cream and corn syrup over medium heat.', 'Chop the chocolate and add to a bowl.', 'Add the vanilla to the cream mixture and then pour the cream mixture over the top of the chopped chocolate.', 'Whisk together until melted smooth and glossy.', 'Allow to cool slightly.', 'For the creme filling Whip together the butter and shortening until light and fluffy.', 'Sift together the powdered sugar and salt and add it to the butter mixture in batches.', 'Add the milk then the vanilla beating the whole time.', 'Scrape the sides of the bowl and beat until very light and fluffy.', 'Put the filling into a pastry bag fitted with a medium tip.', 'When the cupcakes are totally cool insert the tip of the pastry bag into the bottom of the cupcake and fill with creme filling.', 'When cupcakes are filled spoon ganache so that it completely coats each cupcake OR dip to coat.', 'Let them set before serving.']",https://www.foodnetwork.com/recipes/ree-drummond/heavenly-creme-filled-cupcakes-recipe-2178896,"['Chocolate Cupcake', 'Cupcake', 'Baking', 'Dessert', 'Low Sodium']",,,,,,,,,,,,,,,,,,
Pina Colada Cupcakes,12 cupcakes,"[{'main': ['1 1/2 cups all purpose flour', '1 teaspoon baking powder', '1/2 teaspoon salt', '2 large eggs', '3/4 cup plus 1 tablespoon granulated sugar', '1/4 cup packed light brown sugar', '1/2 cup canned unsweetened coconut milk', '1/2 cup vegetable oil', '1 teaspoon pure vanilla extract', '1 teaspoon coconut extract', '1 tablespoon dark rum', '1 tablespoon fresh lime juice']}, {'frosting': ['1 cup pineapple juice', '1 1/2 sticks unsalted butter at room temperature', '3 cups confectioners sugar', 'Pinch of salt', '1 teaspoon pure vanilla extract', '1 teaspoon coconut extract', '1 tablespoon dark rum', '1 cup sweetened shredded coconut', 'Maraschino cherries and cocktail umbrellas for decorating']}]","['Make the cupcakes Preheat the oven to 350 degrees F. Line a 12 cup muffin pan with liners.', 'Whisk the flour baking powder and salt in a medium bowl.', 'Whisk the eggs 3/4 cup granulated sugar the brown sugar coconut milk vegetable oil and vanilla and coconut extracts in a large bowl.', 'Add the flour mixture and whisk until smooth.', 'Divide the batter among the prepared muffin cups filling each about three quarters of the way.', 'Bake until the tops of the cupcakes are golden and spring back when gently pressed 18 to 20 minutes.', 'Meanwhile combine the rum lime juice and the remaining 1 tablespoon granulated sugar in a small saucepan over medium heat.', 'Bring to a simmer and cook stirring until the sugar dissolves.', 'When the cupcakes are done poke them all over with a toothpick and brush with the rum syrup while still warm.', 'Let cool 5 minutes in the pan then transfer to a rack to cool completely.', 'Meanwhile make the frosting Bring the pineapple juice to a boil in a small saucepan.', 'Reduce the heat to a simmer and cook until syrupy and reduced to 2 to 3 tablespoons 6 to 8 minutes.', 'Transfer to a small bowl and refrigerate until completely cool.', 'Beat the butter in a large bowl with a mixer on medium high speed until creamy about 1 minute.', 'Reduce the mixer speed to low and beat in the confectioners sugar and salt.', 'Increase the speed to medium high and beat until light and fluffy about 3 minutes.', 'Add the vanilla and coconut extracts and beat 1 minute then add the rum and the reduced pineapple juice and beat to combine.', 'Spread the frosting on the cupcakes and top with the shredded coconut.', 'Decorate with maraschino cherries and cocktail umbrellas.']",https://www.foodnetwork.com/recipes/food-network-kitchen/pina-colada-cupcakes-3589741,"['Cupcake', 'Mixed Drink Recipes', 'Sugar']",,,,,,,,,,,,,,,,,,
Chiffon Cupcakes,about 24 cupcakes,"[{'main': ['5 1/4 ounces cake flour', '1 1/2 teaspoons baking powder', '1 teaspoon kosher salt', '5 large eggs separated', '6 ounces sugar divided', '1/4 cup water', '1/4 cup vegetable oil', '1 teaspoon vanilla extract', '5/8 teaspoon cream of tartar']}]","['Preheat oven to 325 degrees F. Place paper liners into 2 muffin tins and set aside.', 'If you prefer set 12 ovenproof coffee mugs on a half sheet pan and set aside.', 'In a medium mixing bowl whisk together the flour baking powder and salt.', 'Set aside.', 'Place the egg yolks and 5 ounces of the sugar into the bowl of a stand mixer and whisk on high for 2 minutes or until the mixture becomes pale yellow and ribbons when lifted.', 'Add the water vegetable oil and vanilla and whisk to combine.', 'Add the dry ingredients and whisk just to combine.', 'Transfer the batter to a mixing bowl while you whisk the egg whites.', 'Place the egg whites and cream of tartar into a clean bowl and whisk on high using the whisk attachment until it becomes foamy.', 'Decrease the speed to low and gradually add the remaining ounce of sugar.', 'Increase speed to high and continue whisking until stiff peaks form approximately 2 minutes.', 'Transfer 1/3 of the egg whites to the batter and whisk until well combined.', 'Add the remaining egg whites and fold in gently.', 'Transfer batter into prepared muffin tins or coffee mugs evenly dividing the batter between the cups.', 'Place both muffin tins on the middle rack of the oven or if using mugs place all of them on a half sheet pan and set on the bottom rack of the oven.', 'Bake for 30 minutes until a toothpick comes out clean or the cupcakes reach an internal temperature of 205 to 210 degrees F. Remove from the oven to a cooling rack and allow to cool completely before frosting.']",https://www.foodnetwork.com/recipes/chiffon-cupcakes-recipe-1938763,"['Easy Dessert Recipes', 'Dessert', 'Easy Baking', 'Baking', 'American', 'Cupcake', 'Sugar', 'Egg Recipes', 'Recipes for a Crowd']",,,,,,,,,,,,,,,,,,
The Best Chocolate Cupcakes,24 cupcakes,"[{'main': ['2 cups cake flour', '3/4 cup Dutch process cocoa powder', '1 1/2 cups granulated sugar', '1 teaspoon baking powder', '1 teaspoon baking soda', '1/2 teaspoon kosher salt', '3/4 cup buttermilk at room temperature', '3/4 cup warm coffee', '1/2 cup vegetable oil', '2 large eggs at room temperature', '1 teaspoon pure vanilla extract']}, {'frosting': ['6 ounces semisweet chocolate chips or semisweet chocolate chopped', '2 sticks unsalted butter at room temperature', '1/2 teaspoon kosher salt', '1 cup confectioners sugar', '2 teaspoons Dutch process cocoa powder', '1 1/2 teaspoons pure vanilla paste or extract']}]","['For the cake Preheat the oven to 350 degrees F. Line two 12 cup muffin tins with paper liners.', 'Whisk together the cake flour cocoa powder granulated sugar baking powder baking soda and salt in the bowl of a stand mixer.', 'Whisk together the buttermilk coffee oil eggs and vanilla in a separate bowl.', 'Pour half of the wet ingredients into the dry ingredients and beat on low speed just until combined.', 'Scrape down the bowl then add the remaining wet ingredients and beat to combine.', 'Scrape down the bowl and paddle.', 'Increase the speed to medium and beat for a full minute.', 'Fill the prepared cupcake tins 2/3 of the way full.', 'Bake until a toothpick inserted in the center of each comes out clean and the top springs back when lightly pressed 15 to 18 minutes.', 'For the frosting Melt the chocolate in a medium heatproof bowl set over simmering water in a medium saucepan.', 'Remove from the simmering water and let it cool until room temperature about 30 minutes.', 'Beat the butter and salt in a large bowl with an electric mixer on high speed until light and fluffy about 2 minutes.', 'Reduce the speed to low drizzle in the melted chocolate and beat until completely blended.', 'Gradually beat in the confectioners sugar cocoa powder and vanilla.', 'Increase the speed to high and beat until light and fluffy about 2 minutes.', 'Transfer the frosting to a pastry bag fitted with a large star tip.', 'Decoratively pipe the frosting onto the cupcakes.']",https://www.foodnetwork.com/recipes/food-network-kitchen/the-best-chocolate-cupcakes-7449395,"['Cupcake', 'Coffee Recipes', 'Sugar', 'Buttermilk', 'Dairy Recipes', 'Dessert']",,,,,,,,,,,,,,,,,,
