Title,Yield,Ingredients,Steps,URL,Tags,,,,,,,,,,
Blueberry Crumb Cake,6 to 8 servings,"[{'for_the_streusel': ['1/4 cup granulated sugar', '1/3 cup light brown sugar lightly packed', '1 teaspoon ground cinnamon', '1/8 teaspoon ground nutmeg', '1/4 pound unsalted butter melted', '1 1/3 cups all purpose flour']}, {'main': ['6 tablespoons unsalted butter at room temperature', '3/4 cup granulated sugar', '2 extra large eggs at room temperature', '1 teaspoon pure vanilla extract', '1/2 teaspoon grated lemon zest', '2/3 cup sour cream', '1 1/4 cups all purpose flour', '1 teaspoon baking powder', '1/4 teaspoon baking soda', '1/2 teaspoon kosher salt', '1 cup fresh blueberries', 'Confectioners sugar for sprinkling']}]","[' For the cake Preheat the oven to 350 degrees F. Butter and flour a 9 inch round baking pan.', 'For the streusel Combine the granulated sugar brown sugar cinnamon and nutmeg in a bowl.', 'Stir in the melted butter and then the flour.', 'Mix well and set aside.', 'For the cake Cream the butter and sugar in the bowl of an electric mixer fitted with the paddle attachment on high speed for 4 to 5 minutes until light.', 'Reduce the speed to low and add the eggs 1 at a time then add the vanilla lemon zest and sour cream.', 'In a separate bowl sift together the flour baking powder baking soda and salt.', 'With the mixer on low speed add the flour mixture to the batter until just combined.', 'Fold in the blueberries and stir with a spatula to be sure the batter is completely mixed.', 'Spoon the batter into the prepared pan and spread it out with a knife.', 'With your fingers crumble the topping evenly over the batter.', 'Bake for 40 to 50 minutes until a cake tester comes out clean.', 'Cool completely and serve sprinkled with confectioners sugar.']",https://www.foodnetwork.com/recipes/ina-garten/blueberry-crumb-cake-recipe-1953453,"['Easy Dessert Recipes', 'Dessert', 'Easy Baking', 'Blueberry Cake', 'Blueberry', 'Cake', 'Fruit', 'Baking', 'Mixer Recipes', 'American']",,,,,,,,,,
Miso Chocolate Cake,6 to 8 servings,"[{'main': ['Nonstick cooking spray for the pan', '1 cup granulated sugar', '1/2 cup coconut oil at room temperature', '3 tablespoons white miso paste', '2 large eggs', '2 teaspoons vanilla extract', '2 cups all purpose flour', '3/4 cup unsweetened cocoa powder', '2 teaspoons baking powder', '1 1/2 teaspoons baking soda', '1 cup buttermilk', '1 cup boiling water']}, {'coconut_whipped_cream': ['Two 15 ounce cans full fat coconut milk unshaken and refrigerated overnight', '1 tablespoon honey or pure maple syrup', '1 teaspoon vanilla extract', 'Toasted flaked coconut for serving']}]","[' Set up your grill for indirect heat.', 'If using a charcoal grill build the coals on one side only.', 'If using a gas grill heat one side only.', 'For the miso chocolate cake Prepare a 9 inch cake pan by spraying it with cooking spray laying a parchment circle on the bottom and spraying it with cooking spray again.', 'In a stand mixer fitted with the paddle attachment cream the sugar coconut oil and miso until smooth and no longer grainy.', 'Add the eggs to a small bowl pour the vanilla extract into the eggs and then add to the stand mixer.', 'Mix until smooth scraping the sides and bottom of the bowl.', 'Alternatively use a hand mixer or just whisk by hand.', 'In a separate mixing bowl whisk together the flour cocoa powder baking powder and baking soda.', 'Add to the mixer and mix until just combined then add the buttermilk.', 'Mix until incorporated.', 'With the mixer on low carefully add the boiling water to the cake batter until well combined.', 'Pour the cake batter into the prepared pan.', 'Pick up and tap down to let out any air bubbles.', 'Place the cake on the indirect side of the gill close the lid and bake until a toothpick inserted into the center comes out clean about 45 minutes.', 'Let cool slightly before flipping it out of the pan and onto a serving platter.', 'For the coconut whipped cream Open the refrigerated cans of coconut milk.', 'Scoop the coconut cream off of the top  and add to the bowl of a stand mixer fitted with the whisk attachment.', 'Add the honey and vanilla and whip until light and airy about 5 minutes.', 'Once the cake is cool spread the coconut cream on top and sprinkle with toasted coconut before serving.']",https://www.foodnetwork.com/recipes/michael-symon/miso-chocolate-cake-11192938,"['Cake', 'Dessert', 'Grilling']",,,,,,,,,,
Chocolate Cake in a Mug,1 serving,"[{'main': ['3 tablespoons all purpose flour', '3 tablespoons sugar', '2 tablespoons cocoa powder', '1/4 teaspoon baking powder', 'Pinch of salt optional', '3 tablespoons milk', '3 tablespoons vegetable oil', 'Splash vanilla extract optional', '3 tablespoons chocolate chips']}]","[' Special equipment a 12 ounce microwave safe ceramic mug and a microwave oven Put the flour sugar cocoa powder baking powder and salt if using in a 12 ounce microwave safe ceramic mug.', 'Blend thoroughly with a fork.', 'Add the milk vegetable oil and vanilla if using and blend until smooth.', 'Stir in the chocolate chips.', 'Microwave on high for 90 seconds.', 'Do not overcook or the cake will be dry.', 'Let cool for 2 to 3 minutes before eating.']",https://www.foodnetwork.com/recipes/ree-drummond/chocolate-cake-in-a-mug-3158576,"['Chocolate Cake', 'Cake', 'Dessert']",,,,,,,,,,
Icebox Cake,12 servings,"[{'main': ['1 quart heavy whipping cream', '1 cup powdered sugar', 'One 9 ounce box thin chocolate wafer cookies']}]","[' In the bowl of an electric mixer using a whisk attachment whisk the heavy cream and powdered sugar until stiff.', 'Crush one third of the wafers by hand or with a rolling pin inside a resalable plastic bag until they become coarse crumbs.', 'Set aside.', 'In a round 9 inch springform pan layer in one third of the whipped cream smoothing evenly with a spatula.', 'Then layer half of the remaining flat whole wafers close to each other then one third more of the whipped cream then the remaining whole wafers and finally top with the rest of the whipped cream.', 'Garnish the top of cake with the crushed wafers.', 'Cover and refrigerate for at least 6 hours.', 'Run a paring knife around the springform pan and release the wall of the pan from around the cake.', 'Leave the cake on the bottom of the pan and transfer to a serving dish or cake stand then slice and serve.']",https://www.foodnetwork.com/recipes/ree-drummond/icebox-cake-5361837,"['Cake', 'Dessert', 'Low Sodium']",,,,,,,,,,
Blueberry Coffee Cake Muffins,16 muffins,"[{'main': ['12 tablespoons unsalted butter at room temperature', '1 1/2 cups sugar', '3 extra large eggs at room temperature', '1 1/2 teaspoons pure vanilla extract', '8 ounces sour cream', '1/4 cup milk', '2 1/2 cups all purpose flour', '2 teaspoons baking powder', '1/2 teaspoon baking soda', '1/2 teaspoon kosher salt', '2 half pints fresh blueberries picked through for stems']}]","[' Preheat the oven to 350 degrees F. Place 16 paper liners in muffin pans.', 'In the bowl of an electric mixer fitted with the paddle attachment cream the butter and sugar until light and fluffy about 5 minutes.', 'With the mixer on low speed add the eggs 1 at a time then add the vanilla sour cream and milk.', 'In a separate bowl sift together the flour baking powder baking soda and salt.', 'With the mixer on low speed add the flour mixture to the batter and beat until just mixed.', 'Fold in the blueberries with a spatula and be sure the batter is completely mixed.', 'Scoop the batter into the prepared muffin pans filling each cup just over the top and bake for 25 to 30 minutes until the muffins are lightly browned on top and a cake tester comes out clean.']",https://www.foodnetwork.com/recipes/ina-garten/blueberry-coffee-cake-muffins-recipe-1917173,"['Easy Baking', 'Blueberry Cake', 'Blueberry', 'Cake', 'Fruit', 'Mixer Recipes', 'American', 'Muffin', 'Coffee Cake', 'Dairy Recipes']",,,,,,,,,,
The Best Vanilla Cake,10 servings,"[{'main': ['Nonstick baking spray', '3 1/2 cups all purpose flour', '2 tablespoons cornstarch', '2 teaspoons baking powder', '2 teaspoons kosher salt', '1 teaspoon baking soda', '2 sticks unsalted butter at room temperature', '2 cups granulated sugar', '3 tablespoons vegetable oil', '1 tablespoon pure vanilla paste or extract', '3 large eggs at room temperature', '2 large egg yolks at room temperature', '2 cups buttermilk well shaken']}, {'frosting': ['6 sticks unsalted butter at room temperature', '4 cups confectioners sugar', '1/3 cup heavy cream', '1 tablespoon pure vanilla paste or extract', '1/2 teaspoon kosher salt']}]","[' For the cake Arrange a rack in the center of the oven and preheat to 350 degrees F. Lightly coat two 9 inch cake pans with nonstick cooking spray.', 'Line the bottoms with parchment paper rounds lightly coat the paper with nonstick spray.', 'Whisk together the flour cornstarch baking powder salt and baking soda in a large bowl until combined.', 'Beat the butter granulated sugar oil and vanilla with an electric mixer on medium high speed until light and fluffy 3 to 4 minutes.', 'Add the eggs and yolks one at a time beating to blend between additions and occasionally scraping down the sides and bottom of the bowl until the batter is completely combined smooth and creamy.', 'With the mixer on low add the dry ingredients in 3 additions alternating with the buttermilk beginning and ending with the dry ingredients.', 'Scrape the batter evenly into the prepared pans.', 'Smooth the tops.', 'Bake rotating the pans from left to right halfway through until the cakes are a light golden brown and a tester inserted into the centers comes out clean 35 to 45 minutes.', 'Transfer the pans to a wire rack and let the cakes cool for 30 minutes.', 'Run a knife around the sides of the cakes and invert onto the wire rack.', 'Remove the parchment and let the cakes cool completely.', 'For the frosting Beat the butter in a medium bowl with an electric mixer on high speed until smooth about 1 minute.', 'Reduce the speed to low and gradually mix in the confectioners sugar until completely smooth.', 'With the motor running drizzle in the heavy cream vanilla and salt.', 'Increase the speed to high and beat until the frosting is light and fluffy about 2 minutes.', 'To assemble the cake Place one cake domed side down on a platter.', 'Spread 1 1/2 cups of the frosting evenly over the top.', 'Place the remaining cake domed side up on top.', 'Spread the top with 1 1/2 cups of the frosting.', 'Frost the sides of the cake with 1 1/2 cups of the frosting and smooth out completely to make an even crumb coat.', 'Refrigerate for 30 minutes to let the frosting set.', 'Spread the remaining frosting over the top and sides smoothing it out.']",https://www.foodnetwork.com/recipes/food-network-kitchen/the-best-vanilla-cake-7264949,"['Cake', 'Sugar', 'Buttermilk', 'Dairy Recipes', 'Dessert']",,,,,,,,,,
Sicilian Love Cake,12 servings,"[{'filling': ['28 ounces ricotta cheese', '4 ounces mascarpone', '3 large eggs', '3/4 cup sugar', '1/8 teaspoon kosher salt']}, {'frosting': ['10 ounces mascarpone', '1 cup whole milk', 'One 3.9 ounce box instant chocolate pudding mix', '1 tablespoon sugar']}]","[' Preheat the oven according to the cake mix directions.', 'Coat a 9 by 13 inch pan with canola oil.', 'Prepare the cake batter according to the cake mix directions pour into the prepared pan and set aside.', 'To make the filling Combine the ricotta mascarpone eggs sugar and salt in the bowl of a stand mixer and whisk until smooth.', 'Gently pour the filling onto the cake pan of chocolate batter so the top is completely white.', 'Bake until a skewer inserted in the center comes out clean and the chocolate layer has risen to the top about 40 minutes.', 'Let the cake cool completely.', 'To make the frosting Just before serving blend together the mascarpone milk chocolate pudding mix and sugar in the bowl of a stand mixer until smooth.', 'Using an offset spatula spread the frosting evenly over the cake and serve.']",https://www.foodnetwork.com/recipes/valerie-bertinelli/sicilian-love-cake-3123051,"['Chocolate Cake', 'Cake', 'Ricotta', 'Dessert']",,,,,,,,,,
Tres Leche Cake,12 servings,"[{'main': ['1 cup all purpose flour', '1 1/2 teaspoons baking powder', '1/4 teaspoon salt', '5 large eggs separated', '1 cup sugar', '1/3 cup milk', '1 teaspoon vanilla extract']}, {'tres_leches_mixture': ['1/4 cup heavy cream', 'One 14 ounce can sweetened condensed milk', 'One 12 ounce can evaporated milk']}, {'frosting': ['1 pint heavy cream for whipping', '3 tablespoons sugar', 'Maraschino cherries to decorate']}]","[' For the cake Preheat the oven to 350 degrees.', 'Grease and flour a 9 by 13 inch cake pan.', 'Sift the flour baking powder and salt into a large bowl.', 'Separate the eggs.', 'Beat the egg yolks with 3/4 cup of the sugar on high speed until the yolks are pale yellow.', 'Stir in the milk and vanilla.', 'Pour the egg yolk mixture over the flour mixture and stir very gently until combined.', 'Beat the egg whites on high speed until soft peaks form.', 'With the mixer on pour in the remaining 1/4 cup sugar and beat until the egg whites are stiff but not dry.', 'Fold the egg white mixture into the batter very gently until just combined.', 'Spoon into the prepared pan and spread to even out the surface.', 'Bake until the cake is done 35 to 40 minutes.', 'Allow to cool in the pan and then turn out  onto a rimmed platter.', 'For the tres leches Combine the heavy cream evaporated milk and condensed milk in a small pitcher.', 'Pierce the surface of the cake with a fork several times.', 'Drizzle the milk mixture over the top and allow the cake to sit and absorb the milk mixture.', 'Don t worry about totally soaking the cake That s what you want.', 'For the icing Whip the cream with the sugar.', 'Spread it evenly over the top and sides of the soaked cake and decorate with maraschino cherries.', 'Refrigerate until ready to serve.', 'Several hours is fine.', 'The cooler the cake the better']",https://www.foodnetwork.com/recipes/ree-drummond/tres-leche-cake-recipe-2020194,"['Baking', 'Dessert', 'Latin American Recipes', 'Cake', 'Dairy Recipes']",,,,,,,,,,
Mocha Chocolate Icebox Cake,8 servings,"[{'main': ['2 cups cold heavy cream', '12 ounces Italian mascarpone cheese', '1/2 cup sugar', '1/4 cup coffee liqueur such as Kahlua', '2 tablespoons unsweetened cocoa powder such as Pernigotti', '1 teaspoon instant espresso powder', '1 teaspoon pure vanilla extract', '3 packages chocolate chip cookies such as Tate s Bake Shop', 'Shaved semisweet chocolate for garnish']}]","[' In the bowl of an electric mixer fitted with the whisk attachment combine the heavy cream mascarpone sugar coffee liqueur cocoa powder espresso powder and vanilla.', 'Mix on low speed to combine and then slowly raise the speed until it forms firm peaks.', 'To assemble the cake arrange chocolate chip cookies flat in an 8 inch springform pan covering the bottom as much as possible.', 'Spread a fifth of the mocha whipped cream evenly over the cookies.', 'Place another layer of cookies on top lying flat and touching followed by another fifth of the cream.', 'Continue layering cookies and cream until there are 5 layers of each ending with a layer of cream.', 'Smooth the top cover with plastic wrap and refrigerate overnight.', 'Run a small sharp knife around the outside of the cake and remove the sides of the pan.', 'Sprinkle the top with the chocolate cut in wedges and serve cold.']",https://www.foodnetwork.com/recipes/ina-garten/mocha-chocolate-icebox-cake-recipe-1923360,"['Chocolate Cake', 'Cake', 'Coffee Recipes']",,,,,,,,,,
Lemon Love Cake,15 slices,"[{'main': ['Unsalted butter for greasing', 'All purpose flour for dusting', 'One 16.5 ounce package lemon cake mix', '1 lemon zested and juiced', 'One 32 ounce container part skim ricotta', 'Two 8 ounce containers mascarpone', '4 large eggs', '3/4 cup sugar', '1 teaspoon vanilla extract', '1 cup whole milk', 'One 3.4 ounce package lemon instant pudding mix such as Jell O']}]","[' Preheat the oven to 350 degrees F. Grease a 13 by 9 inch baking pan with butter and dust with flour.', 'Prepare the cake mix according to package directions then add 2 tablespoons lemon juice.', 'Pour the batter into the prepared baking pan and set aside.', 'Beat the ricotta lemon zest and 4 ounces of the mascarpone with an electric mixer on medium low speed until smooth.', 'Add the sugar and vanilla beat until smooth.', 'Add the eggs one at a time beating after each addition until just combined.', 'Gently spread the ricotta mixture evenly over the cake batter.', 'Bake until the cake layer has risen to the top  and a wooden pick inserted in the center of the cake comes out clean 50 to 60 minutes.', 'Let cool completely about 30 minutes.', 'Meanwhile beat the remaining 12 ounces mascarpone with an electric mixer on medium speed until smooth.', 'Gradually add the milk beating until smooth.', 'Add the pudding mix and beat until smooth.', 'Let stand until thickened about 5 minutes.', 'Spread the frosting over the cooled cake.']",https://www.foodnetwork.com/recipes/valerie-bertinelli/lemon-love-cake-3679004,"['Cake', 'Fruit', 'Lemon', 'Dessert']",,,,,,,,,,
Berry Crisp Dump Cake,6 to 8 servings,"[{'main': ['Nonstick cooking spray or butter for greasing the baking dish', 'Two 12 ounce bags frozen mixed berries', '1 box yellow cake mix', '1/3 cup finely chopped walnuts', '1/3 cup rolled oats', '1 stick unsalted butter melted', 'Ice cream or whipped cream for serving']}]","[' Preheat the oven to 350 degrees F. Grease a 9 by 13 inch baking dish with cooking spray or butter.', 'Put the berries in the prepared baking dish.', 'Evenly distribute the cake mix over the berries.', 'Sprinkle with the walnuts and oats.', 'Evenly drizzle the butter over the entire dish.', 'Bake until firm and golden brown about 55 minutes.', 'Let sit 5 minutes.', 'Serve with ice cream or whipped cream.']",https://www.foodnetwork.com/recipes/katie-lee/berry-crisp-dump-cake-3660265,"['Cake', 'Fruit', 'Dessert']",,,,,,,,,,
Chocolate Sheet Cake,24 servings,"[{'main': ['2 cups all purpose flour', '2 cups sugar', '1/4 teaspoon salt', '1/2 cup buttermilk', '1 teaspoon baking soda', '1 teaspoon vanilla extract', '2 large eggs', '2 sticks butter', '4 heaping tablespoons cocoa powder']}, {'frosting': ['1 3/4 sticks butter', '4 heaping tablespoons cocoa powder', '6 tablespoons milk', '1 teaspoon vanilla extract', '1 pound powdered sugar', '1/2 cup finely chopped pecans optional']}]","[' For the cake Preheat the oven to 350 degrees F. In a large bowl combine the flour sugar and salt.', 'Stir together and set aside.', 'In another bowl mix the buttermilk baking soda vanilla and eggs.', 'Mix with a fork and set aside.', 'In a medium saucepan melt the butter and add the cocoa.', 'Whisk together to combine.', 'Meanwhile bring 1 cup water to a boil.', 'When the butter is melted pour the boiling water in the pan.', 'Allow to bubble for a moment then turn off the heat.', 'Pour the chocolate mixture into the flour mixture.', 'Stir together for a moment to cool the chocolate then pour in the egg mixture.', 'Stir together until smooth then pour into an ungreased jelly roll pan  and bake for 20 minutes.', 'While the cake is baking make the icing Melt the butter in a saucepan over medium low heat.', 'Add the cocoa powder and stir until smooth.', 'Add the milk vanilla and powdered sugar.', 'Stir together.', 'Dump in the pecans and stir until well combined.', 'Immediately after removing the cake from the oven pour the warm icing over the top.', 'You ll want to avoid doing much spreading so try to distribute it evenly as you pour.']",https://www.foodnetwork.com/recipes/ree-drummond/chocolate-sheet-cake-recipe-1925452,"['Easy Dessert Recipes', 'Dessert', 'Easy Baking', 'Chocolate Cake', 'Cake', 'Baking', 'Cream Cheese Frosting', 'Low Sodium']",,,,,,,,,,
Classic Vanilla Cake,12 servings,"[{'main': ['1 stick unsalted butter at room temperature plus more for the pans', '2 3/4 cups all purpose flour spooned and leveled plus more for the pans', '1 teaspoon baking powder', '1 teaspoon fine salt', '2 cups granulated sugar', '1/2 cup vegetable oil', '5 large eggs at room temperature', '1 tablespoon pure vanilla extract', '1 cup milk']}, {'frosting': ['3 sticks unsalted butter at room temperature', 'Pinch fine salt', '3 1/4 cups confectioners sugar', '2 teaspoons pure vanilla extract', '1/4 cup milk']}]","[' For the cake Preheat the oven to 350 degrees F. Butter the bottoms and sides of two 9 inch round cake pans dust with flour and tap out the excess.', 'Whisk together the flour baking powder and salt in a medium bowl set aside.', 'Beat the butter sugar and oil in a large bowl with an electric mixer on medium high speed until light in color and fluffy about 5 minutes.', 'Beat in the eggs one at a time and then the vanilla until combined.', 'Alternate folding the flour mixture and the milk into the batter with a spatula adding the flour in three additions and the milk in two starting and ending with the flour until just smooth.', 'Divide the batter evenly between the prepared pans.', 'Bake the cakes on the same oven rack until golden on top and the centers spring back to the touch 35 to 40 minutes.', 'Rotate the pans about halfway through if they seem to be browning unevenly.', 'Let cool in the pans about 10 minutes then turn out onto cooling racks and let cool completely.', 'For the frosting While the cakes cool beat the butter and salt in a large bowl with an electric mixer on medium speed until smooth.', 'Gradually beat in the confectioners sugar.', 'Once it s all been added increase the speed to medium high and beat until white and fluffy.', 'Add 2 tablespoons of the milk and beat to incorporate.', 'Beat in the remaining milk one tablespoon at a time .', 'To assemble Place 1 cake layer right side up on a cake plate or stand and spread with 1 cup of the frosting.', 'Top with the second cake layer.', 'Frost the top and sides of the cake with the remaining frosting.']",https://www.foodnetwork.com/recipes/food-network-kitchen/classic-vanilla-cake-3362197,"['Baking', 'Dessert', 'Cake', 'Low Sodium']",,,,,,,,,,
Chocolate-Zucchini Cake,6 to 8 servings,"[{'main': ['Unsalted butter for the pan', '1 1/2 cups all purpose flour plus more for the pan', '1/2 cup plus 1/3 cup semisweet chocolate chips', '1/4 cup unsweetened cocoa powder', '1/2 teaspoon kosher salt', '1/2 teaspoon baking soda', '1/4 teaspoon ground nutmeg or allspice', '1 1/4 cups sugar', '1/2 cup plus 1 teaspoon extra virgin olive oil', '2 large eggs', '1/2 teaspoon vanilla extract', '1 medium zucchini grated and squeezed dry', '1 teaspoon honey']}]","[' Preheat the oven to 350 degrees F. Butter the bottom and sides of a 9 inch square cake pan.', 'Dust the pan with flour tapping out the excess.', 'Toss 1/2 cup chocolate chips with 1 tablespoon flour in a small bowl.', 'Whisk the remaining flour the cocoa powder salt baking soda and nutmeg in a medium bowl set aside.', 'Beat the sugar 1/2 cup olive oil the eggs and vanilla in a large bowl with a mixer on medium speed until smooth and pale about 3 minutes.', 'Add the flour cocoa mixture beat on low speed until combined about 2 minutes .', 'Add the zucchini and beat until combined about 2 more minutes.', 'Fold in the flour coated chocolate chips with a wooden spoon.', 'Transfer the batter to the prepared pan and bake until a toothpick inserted into the center comes out clean 30 to 35 minutes.', 'Transfer to a rack and let cool completely.', 'Make the glaze Combine the remaining 1/3 cup chocolate chips 1 teaspoon olive oil and the honey in a microwave safe bowl.', 'Microwave on medium high power in 30 second intervals stirring until the chocolate is melted.', 'Spread over the cake then cut into pieces.']",https://www.foodnetwork.com/recipes/food-network-kitchen/chocolate-zucchini-cake-recipe-2269198,"['Chocolate Cake', 'Cake', 'Zucchini Recipes', 'Dessert']",,,,,,,,,,
Carrot Cake,1 (9-inch) cake,"[{'main': ['Unsalted butter for the pan', '12 ounces approximately 2 1/2 cups all purpose flour plus extra for pan', '12 ounces grated carrots medium grate approximately 6 medium', '1 teaspoon baking powder', '1 teaspoon baking soda', '1/4 teaspoon ground allspice', '1/4 teaspoon ground cinnamon', '1/4 teaspoon freshly ground nutmeg', '1/2 teaspoon salt', '10 ounces sugar approximately 1 1/3 cups', '2 ounces dark brown sugar approximately 1/4 cup firmly packed', '3 large eggs', '6 ounces plain yogurt', '6 ounces vegetable oil', 'Cream Cheese Frosting recipe follows']}]","[' Preheat oven to 350 degrees F. Butter and flour a 9 inch round and 3 inch deep cake pan.', 'Line the bottom with parchment paper.', 'Set aside.', 'Put the carrots into a large mixing bowl and set aside.', 'Put the flour baking powder baking soda spices and salt in the bowl of a food processor and process for 5 seconds.', 'Add this mixture to the carrots and toss until they are well coated with the flour.', 'In the bowl of the food processor combine the sugar brown sugar eggs and yogurt.', 'With the processor still running drizzle in the vegetable oil.', 'Pour this mixture into the carrot mixture and stir until just combined.', 'Pour into the prepared cake pan and bake on the middle rack of the oven for 45 minutes.', 'Reduce the heat to 325 degrees F and bake for another 20 minutes or until the cake reaches 205 to 210 degrees F in the center.', 'Remove the pan from the oven and allow cake to cool 15 minutes in the pan.', 'After 15 minutes turn the cake out onto a rack and allow cake to cool completely.', 'Frost with cream cheese frosting after cake has cooled completely.', '8 ounces cream cheese 2 ounces unsalted butter room temperature 1 teaspoon vanilla extract 9 ounces powdered sugar sifted approximately 2 cups In the bowl of a stand mixer with paddle attachment combine the cream cheese and butter on medium just until blended.', 'Add the vanilla and beat until combined.', 'With the speed on low add the powdered sugar in 4 batches and beat until smooth between each addition.', 'Place the frosting in the refrigerator for 5 to 10 minutes before using.', 'Yield approximately 2 cups']",https://www.foodnetwork.com/recipes/alton-brown/carrot-cake-recipe-1953483,"['Easy Dessert Recipes', 'Dessert', 'Easy Baking', 'Carrot Cake', 'Cake', 'Carrot Recipes', 'Easter Desserts', 'Easter', 'Baking', 'Food Processor']",,,,,,,,,,
Devil's Food Cake,8 to 10 servings,"[{'frosting': ['15 ounces semi sweet chocolate finely chopped', '1 1/2 cups heavy cream']}, {'main': ['2 cups all purpose unbleached flour', '1 1/2 teaspoons baking soda', '3/4 teaspoon baking powder', '3/4 teaspoon salt', '12 tablespoons unsalted butter at room temperature plus more for the pans', '2 cups plus 2 tablespoons sugar', '3/4 cup nonalkalized cocoa powder', '2 teaspoons pure vanilla extract', '3 large eggs at room temperature', '1 1/4 cups water', '1/4 cup milk']}]","[' To make the frosting Put the chocolate in a large heatproof bowl.', 'In a small saucepan bring the cream to a boil.', 'Pour the cream over the chocolate move the bowl gently to let the cream settle.', 'Set the mixture aside until softened about 4 minutes.', 'Whisk until smooth.', 'Cover the surface of the frosting with plastic wrap.', 'Set aside and let set up at room temperature about 2 hours.', 'To make the cake Set a rack in the middle of the oven and preheat to 350 degrees F. Lightly butter two 9 inch round cake pans and line the bottoms with a circle of parchment or wax paper.', 'In a medium bowl whisk together the flour baking soda baking powder and salt.', 'Set aside.', 'In a standing mixer fitted with the paddle attachment beat the butter at medium speed until smooth about 2 minutes.', 'Increase the speed to medium high and slowly add the sugar.', 'Continue beating until light and smooth about 4 minutes.', 'Turn the mixer off and scrape down the sides of the bowl with a rubber spatula.', 'Add the cocoa powder and vanilla and beat at medium speed for 1 minute more.', 'With the mixer running at medium low speed add the eggs one at a time beating for 1 minute between each addition.', 'Scrape down the sides of the bowl.', 'Combine the water and milk in a saucepan and bring just to a boil.', 'Remove from the heat.', 'With the mixer at low speed add the flour mixture about a 1/4 cup at a time.', 'Carefully pour the hot liquid into the batter.', 'Remove the bowl from the mixer and using a large rubber spatula finish combining the batter until smooth.', 'Divide the batter evenly between the prepared pans.', 'Lightly drop each pan onto the counter to settle the batter.', 'Set the pans on the middle rack in the oven.', 'Bake until the cakes begin to pull away from the sides of the pans and the center springs back when touched lightly about 30 to 35 minutes.', 'Cool the cakes in the pans on a rack for 10 minutes.', 'Turn the cake layers out of the pans and cool on the rack.', 'Assemble the Devil s Food Cake.', 'Place 1 cake layer upside down on a cake stand or flat plate.', 'Scoop about 1/3 of the icing onto the center of the layer.', 'Using a large offset spatula spread the icing evenly over the layer to the edges.', 'Place the other cake layer rounded side up on top.', 'Evenly spread half of the remaining icing over the top spreading any excess icing down the sides.', 'Spread the remaining icing around the sides of the cake.', 'Use the tip of the offset spatula to make a swirling pattern in the icing.', 'Serve.', 'Store under a cake dome or loosely wrapped with plastic at room temperature for up to 2 days.', 'Copyright 2001 Television Food Network GP.', 'All rights reserved']",https://www.foodnetwork.com/recipes/food-network-kitchen/devils-food-cake-recipe-1928104,"['Chocolate Cake', 'Cake', 'Baking', 'Dessert', 'American', 'Sugar']",,,,,,,,,,
