Title,Yield,Ingredient,Steps,URL,Tags,,,,,,,,,,,,,,,
Warm Chocolate Cakes with Berries,6 servings,"[{'main': ['1 cup unsalted softened butter plus extra for buttering molds', '8 ounces bittersweet chocolate chopped', '1/2 teaspoon instant espresso powder', '4 large eggs', '4 large egg yolks', '2/3 cup granulated sugar', '4 teaspoons all purpose flour plus more for dusting molds', '3 tablespoons Frangelico or hazelnut liqueur', '1 cup fresh raspberries', '1 cup fresh strawberries', 'Fresh mint for garnish']}]","[' Butter and lightly flour 6  ramekins.', 'Tap out any excess flour.', 'In a small saucepan bring to a boil 2 inches of water.', 'In a large glass bowl add butter chocolate and espresso powder.', 'Lower heat and place bowl over the simmering water.', 'Slowly whisk mixture until the chocolate is almost completely melted.', 'Remove bowl from heat and continue to whisk until all chocolate has melted.', 'Allow to cool slightly.', 'In a large bowl add eggs yolks and sugar.', 'Using an electric mixer beat until light and fluffy and pale in color.', 'Reduce speed to medium low and slowly pour in the chocolate mixture.', 'Add the flour and mix until just combined.', 'Do not overwork the batter.', 'Preheat oven to 450 degrees F. Divide the batter between the molds.', 'Line a baking sheet with parchment paper.', 'Place chocolate molds onto baking sheet and place in oven for 7 minutes.', 'If not baking immediately cover chocolate molds with plastic wrap and refrigerate until ready to serve up to 8 hours.', 'When ready to bake place refrigerated chocolate molds onto baking sheet and place in oven for 10 minutes.', 'The top and sides should be cooked and dry and the inside will be runny.', 'Using oven mitts carefully invert each mold onto a plate and let it sit for 10 seconds.', 'Then lift 1 corner of the ramekin and the cake should slip out.', 'Sprinkle about 1/2 teaspoon Frangelico over each cake.', 'Spoon berries around the chocolate cake and garnish with mint.', 'Serve warm.']",https://www.foodnetwork.com/recipes/giada-de-laurentiis/warm-chocolate-cakes-with-berries-recipe-1914071,"['Easy Dessert Recipes', 'Dessert', 'Easy Baking', 'Italian Dessert Recipes', 'Italian', 'Chocolate Cake', 'Cake', 'Fruit Dessert Recipes', 'Fruit', 'Baking']",,,,,,,,,,,,,,,
Grandma Yearwood's Coconut Cake with Coconut Lemon Glaze,12 servings,"[{'main': ['1 cup butter room temperature plus more for greasing', 'Flour for dusting pan', '2 cups sugar', '6 large eggs room temperature', '1 teaspoon vanilla extract', 'One 12 ounce box vanilla wafers finely crushed', 'One 6 ounce package frozen or fresh grated coconut thawed', '1/2 cup chopped pecans']}, {'frosting': ['2 cups sugar', '2 tablespoons cornstarch', 'Pinch of salt', 'Grated zest of 2 large lemons', '1/4 cup fresh lemon juice', 'One 6 ounce package frozen or fresh grated coconut thawed']}]","[' Preheat the oven to 325 degrees F. For the cake Grease and flour a 9 inch tube cake pan.', 'Cream the butter and sugar until light and smooth.', 'Add the eggs and vanilla extract beating well.', 'Mix in the vanilla wafer crumbs coconut and pecans.', 'Pour into the pan and bake for 1 hour and 15 minutes.', 'Allow the cake to cool in the pan for 10 minutes before turning out onto a rack.', 'For the glaze Mix the sugar cornstarch salt lemon zest and juice 1 1/2 cups of water and coconut in a medium saucepan.', 'Cook over medium heat stirring until thickened for about 15 minutes.', 'Let cool slightly then using a toothpick poke several holes in the top of the cake and drizzle the glaze over the cake.']",https://www.foodnetwork.com/recipes/grandma-yearwoods-coconut-cake-with-coconut-lemon-glaze-recipe-2042557,"['Easy Dessert Recipes', 'Dessert', 'Easy Baking', 'Coconut Cake', 'Cake', 'Coconut Recipes', 'Fruit', 'Baking', 'Lemon', 'Low Sodium']",,,,,,,,,,,,,,,
Old-Fashioned Butterscotch Cake,1 (9-inch) 3-layer cake; 12 servings,"[{'main': ['2 large eggs', 'Nonstick baking spray', '2 1/2 cups sifted cake flour', '2 teaspoons baking powder', 'Salt', '1 1/2 cups light brown sugar', '1/4 cup sugar', '1 1/2 cups half and half or whole milk at room temperature', '3/4 cup safflower oil or canola oil', '2 teaspoons pure vanilla extract']}, {'frosting': ['4 tablespoons plus 1/2 cup water', '2 teaspoons unflavored powdered gelatin', '2 cups light brown sugar', '1/2 cup half n half or whole milk', '1/2 cup water', '1 1/4 pounds unsalted butter at room temperature', '2 teaspoons pure vanilla extract']}, {'butterscotch_sauce': ['4 tablespoons unsalted butter', '1 cup light brown sugar', '1 teaspoon fresh lemon juice', 'Salt', '3/4 cup heavy cream', '2 teaspoons pure vanilla extract']}]","[' For the cake Separate the eggs.', 'Place the egg whites in a medium bowl and yolks in a small bowl.', 'Let stand at room temperature about 20 minutes.', 'Preheat the oven to 350 degrees F and line the bottom of 3  round cake pans with parchment paper.', 'Spray with nonstick baking spray.', 'Set aside.', 'Sift together the sifted flour baking powder and 1/4 teaspoon salt in a large bowl.', 'Add the brown sugar.', 'If there are any large clumps of brown sugar break them up with a spoon.', 'Stir then set aside.', 'Whip the egg whites to soft peaks with an electric mixer.', 'With the mixer running slowly add 1/4 cup sugar and continue to whip to stiff peaks.', 'Add the egg yolks half and half oil and vanilla to the flour mixture.', 'Mix until just combined.', 'Fold the whipped egg whites into the cake batter a third at a time.', 'Divide the batter among the prepared cake pans and bake for 18 to 20 minutes or until a toothpick inserted in the center of the cakes comes out clean.', 'Let cool.', 'For the frosting Place 4 tablespoons of water in a small bowl or ramekin.', 'Sprinkle the gelatin powder over the top making sure the gelatin is moistened.', 'Let stand 5 minutes to bloom.', 'In the meantime place the brown sugar half n half and 1/2 cup water in a medium saucepan.', 'Stir.', 'Cook over medium low heat stirring occasionally until the sugar is dissolved about 5 minutes.', 'Turn heat to low and add the bloomed gelatin.', 'Stir.', 'Cook 2 to 3 minutes until the gelatin has dissolved.', 'Remove from heat to cool to room temperature.', 'Whip the butter in a standing mixer until fluffy.', 'Add the cooled gelatin mixture.', 'Whip until thickened to a creamy frosting.', 'This will look like a curdled hot mess but keep whipping and in 10 to 15 minutes it will become a beautiful buttercream.', 'Mix in the vanilla.', 'For the butterscotch sauce Melt the butter in a 2 quart saucepan over low to medium heat.', 'Add the brown sugar lemon juice and 1/4 teaspoon salt.', 'Cook stirring occasionally until the sugar is melted and mixture is bubbling about 5 minutes.', 'Remove the pan from the heat and add the heavy cream.', 'The mixture will bubble.', 'Whisk until incorporated.', 'Return the pan to low heat and cook for 10 minutes without stirring until slightly thickened.', 'Remove pan from the heat and add the vanilla.', 'Stir.', 'Let cool to room temperature.', 'Sauce will thicken as it cools.', 'Fill and frost the cooled cakes drizzling the butterscotch sauce between the cake layers and on top of the frosting and on top of cake.']",https://www.foodnetwork.com/recipes/old-fashioned-butterscotch-cake-1961060,"['Cake', 'Cream Cheese Frosting', 'Sugar', 'Fruit', 'Lemon']",,,,,,,,,,,,,,,
Lemon Lime Soda Pound Cake,6 to 8 servings,"[{'main': ['1 1/2 cups unsalted butter at room temperature', '3 cups sugar', '5 eggs separated', '3 cups all purpose flour', '3/4 cup lemon lime soda', '3 teaspoons lemon juice']}]","[' Preheat the oven to 325 degrees F. Grease a 10 inch tube pan and dust with flour.', 'In a standing mixer fitted with the paddle attachment cream the butter until fluffy.', 'Slowly add 2 cups of the sugar and mix until just incorporated.', 'Raise the speed to high and mix until light and fluffy.', 'Add the egg yolks 1 at a time until incorporated.', 'Reduce the mixer s speed to low.', 'Alternately add the flour and soda until a smooth batter is formed.', 'Transfer the batter to a large bowl.', 'Clean the bowl of the mixer and place the egg whites inside.', 'Using the whisk attachment whip the egg whites until foamy.', 'Add the lemon juice and beat until soft peaks are formed.', 'Add the remaining sugar and beat until stiff peaks are formed.', 'Working in 3 batches using a rubber spatula fold the egg whites into the batter.', 'Pour the batter into the pan and bake until golden brown and a toothpick inserted in the center comes out clean about 50 minutes to 1 hour.', 'Allow to cool completely about 2 hours then unmold and serve.']",https://www.foodnetwork.com/recipes/lemon-lime-soda-pound-cake-recipe-1941812,"['Fruit Dessert Recipes', 'Dessert', 'Fruit', 'Baking', 'Cake', 'Lime Recipes', 'Dairy Recipes', 'Sugar', 'Egg Recipes', 'Lemon']",,,,,,,,,,,,,,,
Pear Pound Cake,1 (8inch) loaf,"[{'main': ['6 to 8 tablespoons unsalted butter at room temperature', '1 cup sugar', '1 teaspoon vanilla', '1 1/3 cups all purpose flour', 'Pinch of salt', '1 teaspoon baking powder', 'Pinch of ground nutmeg', '1 large egg', '1/2 cup buttermilk', '2 small pears peeled cored and coarsely chopped', '1/4 cup coarsely chopped pecans']}]","[' Preheat the oven to 350 degrees.', 'Butter an 8 x 5inch loaf pan.', 'In a mixing bowl cream 6 tablespoons of the butter with the sugar and the vanilla until light and smooth.', 'Sift together the flour salt baking powder and nutmeg and toss together until evenly mixed.', 'Add half of the flour mixture and the egg to the butter mixture and mix well.', 'Add the rest of the flour mixture and the buttermilk beating them in well.', 'Fold in the pears and the pecans.', 'Scoop the batter into the prepared pan and bake for about 45 minutes or until the center is firm and golden and a skewer inserted into the center comes out clean.', 'Cool on a rack for 10 minutes then turn out of the pan and finish cooling.', 'When cool invert onto a serving plate and cut into slices.']",https://www.foodnetwork.com/recipes/pear-pound-cake-recipe-1970252,"['Easy Dessert Recipes', 'Dessert', 'Easy Baking', 'Fruit Dessert Recipes', 'Fruit', 'Baking', 'Cake', 'Nut Recipes', 'Pear Recipes', 'Buttermilk']",,,,,,,,,,,,,,,
Tres Leches Cake,6 servings,"[{'main': ['6 eggs', '1 cup sugar', '2 limes zested', '1 cup flour']}, {'soaking_liquid': ['1/2 cup condensed milk', '2 cups milk', '2 cups heavy cream', '1 lime zested']}, {'garnish': ['6 ounces heavy cream', 'Mixed berries']}]","[' Preheat oven to 350 degrees F. In a medium size bowl whip the eggs and sugar until very light and fluffy.', 'Add in the zest and gently fold in the flour.', 'Pour the batter into a greased 10 inch round cake pan and bake until golden about 20 minutes.', 'Remove the cake from the pan and allow to cool.', 'Return the cake to the pan.', 'To make the milk mixture pour all of the ingredients into a medium size pot and bring to a boil.', 'To assemble the cake use a small cup and pour the hot milk mixture over the cake and allow to soak for at least 30 minutes pressing down on the cake to make sure it is absorbing the milk mixture.', 'To garnish the cake whip the heavy cream and top the cake with the whipped cream.', 'Add the berries decoratively.']",https://www.foodnetwork.com/recipes/tres-leches-cake-recipe-2012062,"['Easy Dessert Recipes', 'Dessert', 'Easy Baking', 'Baking', 'Cake', 'Fruit', 'Lime Recipes', 'Dairy Recipes', 'Egg Recipes', 'Sugar']",,,,,,,,,,,,,,,
Genoise Sheet Cake,1 cake,"[{'equipment': ['11 x 17 or 12 x 16 inch jellyroll pan']}, {'main': ['2/3 cup sugar', '4 eggs', '1 cup sifted cake or pastry flour', '1 teaspoon pure vanilla extract', '3 tablespoons hot clarified sweet butter']}]","[' Preheat oven to 350 degrees.', 'Line bottom of jelly roll pan with parchment paper.', 'Combine clarified butter and vanilla in small bowl.', 'Keep hot until needed or reheat for a few seconds just before using this is important Combine flour with 3 tablespoons of the sugar.', 'Sift together twice return to sifter and set aside.', 'In a large heatproof mixing bowl use a whisk to combine eggs and sugar.', 'Place bowl in or over a saucepan containing 1 to 2 inches of barely simmering water.', 'Heat eggs to lukewarm  whisking occasionally.', 'Remove bowl from heat.', 'Beat egg mixture at high speed with an electric mixer until it has cooled tripled in bulk and resembles softly whipped cream.', 'Sift about 1/3 of the flour mixture over the whipped eggs.', 'Use your largest rubber spatula to fold the mixture by hand quickly but gently until combined.', 'Sift and fold in half the remaining flour mixture sift and fold in the rest.', 'Scoop about 1 cup of the batter into another bowl and fold it together with the hot clarified butter and vanilla.', 'When completely combined fold the butter mixture back into the remaining batter.', 'Turn batter into prepared pan and spread evenly over pan.', 'Bake 15 to 20 minutes or until cake shrinks slightly from the edges of the pan and top springs back when pressed with fingers.', 'Run a small knife around the edges of the cake to release it from pan.', 'Invert pan onto a sheet of foil and remove pan.', 'Cool cake without removing parchment pan liner .']",https://www.foodnetwork.com/recipes/genoise-sheet-cake-recipe-2047260,"['Baking', 'Dessert', 'European Recipes', 'French Recipes', 'Cake', 'Egg Recipes', 'Dairy Recipes', 'Recipes for a Crowd']",,,,,,,,,,,,,,,
S'Mores Gooey Butter Cake,10 to 12 servings,"[{'crust': ['Nonstick cooking spray for the pan', 'One 15.25 ounce box devil s food cake mix', '1 teaspoon vanilla extract', '2 large eggs', '1 stick unsalted butter melted and cooled']}, {'filling': ['One 8 ounce package cream cheese at room temperature', '1 teaspoon vanilla extract', '2 large eggs', '4 tablespoons unsalted butter melted and cooled', '3 cups confectioners sugar', 'One 10 ounce bag standard marshmallows', '4 graham cracker sheets']}]","[' For the crust Preheat the oven to 350 degrees F. Spray a 13 by 9 inch glass baking dish with cooking spray.', 'Combine the cake mix vanilla and eggs in the bowl of an electric mixer fitted with the paddle attachment.', 'Beat on medium speed until smooth about 1 minute.', 'Add the butter and mix just until combined.', 'Spread the mixture evenly in the prepared baking dish.', 'For the filling Beat the cream cheese in a clean mixer bowl with the paddle on medium speed until light and smooth scraping the sides occasionally 1 to 2 minutes.', 'Add the vanilla and eggs and beat until smooth.', 'Add the butter and beat until smooth.', 'Add the confectioners sugar and beat on low speed to incorporate and then beat on medium until light and smooth about 1 minute.', 'Arrange the marshmallows in rows in the chocolate batter flat ends up.', 'Pour the cream cheese mixture over the marshmallows using an offset spatula to evenly distribute.', 'Coarsely crumble the graham crackers over the top.', 'Bake until the edges are puffed and golden brown and the center is just set 35 to 40 minutes.', 'Let cool before cutting into squares.']",https://www.foodnetwork.com/recipes/food-network-kitchen/smores-gooey-butter-cake-4623161,"['Cake', ""S'mores"", 'Dessert']",,,,,,,,,,,,,,,
Angel Food Cake with Berries and Whipped Cream,6 servings,"[{'main': ['1 pint blueberries', '1 pint raspberries', '2 tablespoons sugar', '1 angel food cake store bought', '1 container whipped cream canister', 'Fold 3 paper towels into a 1 1/2 inch by 1 1/2 inch square and place one into each of the paper cups to support the cupcake paper. Place a cupcake paper in each paper cup on top of the paper towel.']}]","[' Combine berries.', 'Sugar berries.', 'Let stand up to 30 minutes.', 'Serve with sliced angel food cake and whipped cream.']",https://www.foodnetwork.com/recipes/rachael-ray/angel-food-cake-with-berries-and-whipped-cream-recipe-1943155,"['Easy Dessert Recipes', 'Dessert', 'Blueberry Cake', 'Blueberry', 'Cake', 'Fruit', 'Fruit Dessert Recipes', 'American', 'Angel Food Cake', 'Raspberry Recipes']",,,,,,,,,,,,,,,
Salted Caramel Ice Cream Cone Cake,6 to 8 servings,"[{'main': ['Unsalted butter softened for the pan', '14 pizzelle or thin butter cookies', '3/4 cup chocolate fudge sauce', '1 quart vanilla caramel swirl ice cream slightly softened', '1 quart chocolate ice cream slightly softened', '1/2 cup dulce de leche or caramel sauce', '1/2 teaspoon flaky sea salt', '5 sugar cones', '1/4 cup toffee bits']}]","[' Cut a 24 by 6 inch strip of parchment paper.', 'Butter the side of an 8 inch springform pan then line the side with the parchment the paper will extend above the rim of the pan so you can build a tall cake.', 'Cover the bottom of the pan with half of the pizzelle cookies breaking them into smaller pieces as needed to cover the surface.', 'Spread 1/4 cup fudge sauce over the cookies.', 'Pack about half of the vanilla caramel and chocolate ice cream into the pan alternating scoops of each flavor until the bottom is covered.', 'Drizzle with 1/4 cup dulce de leche and sprinkle with 1/4 teaspoon sea salt.', 'Top with the remaining pizzelle cookies pressing gently to pack in the ice cream and create an even surface.', 'Spread 1/4 cup fudge sauce over the pizzelle cookies.', 'Top with scoops of the remaining vanilla caramel and chocolate ice cream.', 'Drizzle with the remaining 1/4 cup each dulce de leche and fudge sauce and sprinkle with the remaining 1/4 teaspoon sea salt.', 'Arrange the ice cream cones point side up on top.', 'Freeze until firm at least 6 hours or overnight.', 'Remove the side of the springform pan and the parchment.', 'Press the toffee bits into the side of the cake.', 'Serve immediately or freeze for up to 2 days.', 'Photograph by Kana Okada']",https://www.foodnetwork.com/recipes/food-network-kitchen/salted-caramel-ice-cream-cone-cake-recipe-2119691,"['Chocolate Cake', 'Cake', 'Dairy Recipes', 'Dessert']",,,,,,,,,,,,,,,
Chocolate Cracked Earth (Flourless Chocolate Cake),4 to 6 servings,"[{'main': ['1 pound bittersweet chocolate chopped into small pieces', '1 stick unsalted butter', '9 large eggs separated', '3/4 cup granulated sugar plus 1 tablespoon', '2 cups heavy cream cold', 'Confectioners sugar for dusting']}]","[' Preheat the oven to 350 degrees F. Butter a 9 inch springform pan.', 'Put the chocolate and butter into the top of a double boiler  and heat over  about 1 inch of simmering water until melted.', 'Meanwhile whisk the egg yolks with the sugar in a mixing bowl until light yellow in color.', 'Whisk a little of the chocolate mixture into the egg yolk mixture to temper the eggs this will keep the eggs from scrambling from the heat of the chocolate then whisk in the rest of the chocolate mixture.', 'Beat the egg whites in a mixing bowl until stiff peaks form and fold into the chocolate mixture.', 'Pour into the prepared pan and bake until the cake is set the top starts to crack and a toothpick inserted into the cake comes out with moist crumbs clinging to it 20 to 25 minutes.', 'Let stand 10 minutes then remove sides of pan.', 'While the cake is cooking whip the cream until it becomes light and fluffy.', 'Serve at room temperature dusted with confectioners sugar and topped with whipped cream.']",https://www.foodnetwork.com/recipes/tyler-florence/chocolate-cracked-earth-flourless-chocolate-cake-recipe-2014437,"['Easy Dessert Recipes', 'Dessert', 'Easy Baking', 'Chocolate Cake', 'Cake', 'Baking', 'American', 'Passover', 'Egg Recipes', 'Dairy Recipes']",,,,,,,,,,,,,,,
Sour Cream Yellow Cake,8 to 10 servings,"[{'frosting': ['1 cup shortening', '1/2 teaspoon vanilla extract', '1/2 teaspoon butter extract', '3 tablespoons powdered coffee creamer', '1/4 cup warm water plus more if needed', '4 cups powdered sugar']}, {'marshmallow_fondant': ['4 cups powdered sugar plus more if needed', 'Dash salt', 'Couple spoonfuls shortening', '1 bag marshmallows', '1/2 teaspoon vanilla extract', '1/2 teaspoon butter extract', '1/2 teaspoon almond extract', 'Gel coloring']}]","[' Preheat the oven to 350 degrees F. Grease 2 9 inch round cake pans.', 'Mix all the ingredients together in the bowl of a standing mixer with a paddle attachment.', 'Beat on low speed for 2 minutes.', 'Divide batter between the prepared pans and bake for 30 to 35 minutes.', 'Cool in the pan a few minutes and then transfer to a wire rack to cool completely.', 'Place 1 cooled cake onto a cake platter.', 'Ice just the top half with the Crusting Buttercream Icing.', 'Place the second cake on top.', 'Lightly ice the sides and top of cake.', 'Gently place your hands on top of the iced cake and press down softly.', 'Doing this helps to mold the cake to the pressure of when the fondant goes onto the cake.', 'It will deter the cake from getting a visible ring that will show through when fondant covers the cake.', 'After the fondant has sat in the fridge it will be hard.', 'When ready to use place in the microwave for a few seconds maybe 10 seconds at a time as to soften but not melt.', 'Once it s a little softer it will be ready to work with.', 'Start kneading away on a powdered sugar covered surface just to wake it up a little.', 'Flour the surface and the rolling pin with powdered sugar.', 'Roll the fondant to a thickness of about 1/4 inch.', 'Roll the fondant around the rolling pin to transfer it to the top of the cake.', 'Use your fingers to position the fondant gently on top of the cake smooth out the top and sides.', 'Cut away the excess with a knife using the bottom of the cake as the guide.', 'With the extra fondant cut out designs either by hand or using a cookie cutter.', 'Place the designs onto the cake.', 'Use a dab of water to act as the glue to adhere the designs to cake.', 'A viewer who may not be a professional cook provided this recipe.', 'The Food Network Kitchens chefs have not tested this recipe and therefore we cannot make representation as to the results.', 'Cream the shortening in the bowl of a standing mixer with a paddle attachment.', 'Add the vanilla and butter flavorings.', 'Add the powdered coffee creamer to the water and stir.', 'Once the coffee creamer is dissolved add this mixture to the shortening and mix on low until the water is incorporated into the shortening.', 'Slowly add the powdered sugar into the shortening mixing on low speed.', 'Cook s Note Once the powdered sugar is added you may need to add a little more water depending on what consistency you want your icing.', 'Combine the powdered sugar and salt and spread out on the counter to make a 12 inch circle.', 'Coat the inside of a large microwave safe bowl with shortening.', 'Place the marshmallows flavorings and water and/or colorings in the bowl.', 'Microwave on high for 1 minute .', 'Stir the mixture with a rubber spatula and place back in the microwave for 30 second intervals or until the marshmallows are melted and smooth when stirred.', 'Once the marshmallows are melted and smooth transfer the contents of the bowl onto the powdered sugar.', 'Start working the sugar into the melted mixture kneading it like you would bread dough.', 'Continue kneading until the mixture loses its stickiness you may have to add more powdered sugar.', 'You ll know when it s ready if the fondant forms into a ball.', 'Coat the fondant ball well with shortening and wrap in plastic wrap.', 'Place the fondant in refrigerator for at least 6 to 8 hours or overnight.']",https://www.foodnetwork.com/recipes/sour-cream-yellow-cake-recipe-1923910,"['Cake', 'Cream Cheese Frosting', 'Sugar', 'Dessert']",,,,,,,,,,,,,,,
Lizzie's Old Fashioned Cocoa Cake with Caramel Icing,12 servings,"[{'main': ['2 cups all purpose flour plus more to grease pans', '2/3 cup cocoa', '1 1/4 teaspoons baking soda', '1/4 teaspoon baking powder', '1 teaspoon salt', '1 1/3 sticks butter plus more to grease pans', '1 2/3 cups sugar', '3 large eggs', '1/2 teaspoon vanilla extract', 'Cooking spray']}, {'frosting': ['4 cups sugar', '1 cup milk', '1 stick butter', '1 teaspoon vanilla extract', '1/8 teaspoon baking soda']}]","[' Preheat the oven to 350 degrees F. Grease and lightly flour two 9 inch cake pans For the cake Sift together the flour cocoa baking soda baking powder and salt and set aside.', 'With an electric mixer cream the butter and sugar until fluffy about 5 minutes.', 'Add the eggs and vanilla and beat on high speed for 3 minutes.', 'Add the flour mixture in stages with 1 1/3 cups water beginning and ending with the flour.', 'Divide the batter evenly between the pans and bake for 30 to 35 minutes.', 'Turn the layers out onto racks that have been sprayed with cooking spray.', 'For the caramel icing Mix 3 cups of the sugar and the milk in a heavy 3 quart saucepan.', 'Bring slowly to a boil and keep it hot.', 'Caramelize the remaining cup of sugar in an iron skillet.', 'Do this by cooking over medium high heat and stirring and scraping the pan with a flat edged spatula as the sugar melts.', 'Continue to cook until the syrup turns to medium or dark brown in color.', 'This occurs at about 320 degrees F to 350 degrees F on a candy thermometer.', 'Do not scorch the syrup.', 'Stream the syrup into the boiling sugar and milk mixture and cook to the soft ball stage about 238 degrees F. Add the butter vanilla extract and baking soda.', 'Pour the hot mixture into the bowl of an electric mixer and beat as it cools until the icing is creamy 15 to 20 minutes.', 'Watch the icing because it will go from runny to too thick very quickly.', 'Spread on the cake layers while the icing is still warm.', 'If it becomes too stiff add a few drops of hot water.']",https://www.foodnetwork.com/recipes/trisha-yearwood/lizzies-old-fashioned-cocoa-cake-with-caramel-icing-recipe-2125303,"['Chocolate Cake', 'Cake', 'Baking', 'Dessert', 'Caramelizing']",,,,,,,,,,,,,,,
Dark Chocolate Peppermint Pattie Cake,12 servings,"[{'main': ['14 ounces semisweet chocolate chopped', '16 tablespoons butter', '1/4 cup plus 2 tablespoons cream', '6 eggs separated', '1 cup sugar', '1 cup flour', '1/2 teaspoon kosher salt', '2 teaspoons vanilla', '1 cup small diced peppermint pattie candies']}, {'ganache': ['1 cup cream', '8 ounces semisweet chocolate finely chopped', 'Whipped cream for serving']}, {'cocoa_fudge_sauce': ['8 tablespoons butter', '1/2 cup brown sugar', '1/3 cups sifted unsweetened cocoa', '1 cup cream', 'A few grains kosher salt', '1/2 teaspoon vanilla extract']}, {'syrup': ['1 1/4 cups sugar', '3/4 cup water', '2 cups packed fresh mint leaves']}]","[' If you re one of those individuals who always opts for the chocolate covered Thin Mints when your local Girl Scout representative comes calling this dessert is for you.', 'The refreshing peppermint counterpoint takes the edge off the intense fudge like cake.', 'To facilitate cutting the Peppermint Patties Yield 1 1/4 cups']",https://www.foodnetwork.com/recipes/dark-chocolate-peppermint-pattie-cake-recipe-2012120,"['Chocolate Cake', 'Cake', 'Baking', 'Dessert', 'Christmas', 'Recipes for Parties', 'Recipes for a Crowd']",,,,,,,,,,,,,,,
Lemon Bundt Cake with Chocolate Glaze and Candied Lemon,8 to 10 servings,"[{'candied_lemon': ['1 1/2 cups sugar', '1 1/2 cups water', '2 lemons sliced into 1/4 inch thick rounds']}, {'main': ['Nonstick vegetable oil spray', '1 cup unsalted butter room temperature', '2 cups sugar', '4 eggs room temperature', '1 cup buttermilk room temperature', '1 teaspoon pure vanilla extract', 'Zest of 2 lemons', '1/4 cup fresh lemon juice', '3 cups all purpose flour', '1 teaspoon baking powder', '1/2 teaspoon baking soda', '1/2 teaspoon fine salt']}, {'frosting': ['1/2 cup bittersweet chocolate chips', '1/2 cup whipping cream']}]","[' For the candied lemon Combine the sugar and water in a small saucepan and bring to a boil over medium heat stirring to dissolve the sugar.', 'Add the lemon slices and simmer until tender 5 to 8 minutes.', 'Transfer to a wire rack to drain.', 'Let cool to room temperature about 15 minutes.', 'Finely chop the candied lemon slices.', 'Set aside.', 'For the cake Preheat the oven to 350 degrees F. Lightly spray a nonstick Bundt pan with vegetable spray.', 'In a stand mixer fitted with a paddle attachment or using a hand mixer beat together the butter and sugar on medium speed until light and fluffy about 3 minutes.', 'Mix in the eggs one at a time scraping down the sides of the bowl as needed.', 'On low speed slowly add the buttermilk and the vanilla.', 'Stop the mixer add the lemon zest and juice and mix to incorporate.', 'With the mixer on low add the flour one cup at a time until combined.', 'Finally add the baking powder baking soda and salt.', 'Raise to medium speed and mix for 1 minute until the batter is fluffy and smooth.', 'Mix in the chopped candied lemons.', 'With a spatula or wooden spoon transfer the batter to the prepared Bundt pan and smooth out the top.', 'Set the pan on the middle rack of the oven and bake until golden and a cake tester comes out clean about 50 minutes.', 'Let the cake cool on a wire rack for 30 minutes before turning it out onto a plate.', 'For the glaze Place the chocolate chips in a medium bowl.', 'Bring the cream to a simmer in a small saucepan over medium high heat.', 'Once bubbles have formed around the edges of the cream pour it over the chocolate.', 'Whisk the cream and chocolate together until smooth.', 'Pour the glaze over the Bundt cake using a spatula or spoon to push the glaze down the sides and center of the cake.']",https://www.foodnetwork.com/recipes/giada-de-laurentiis/lemon-bundt-cake-with-chocolate-glaze-and-candied-lemon-2394405,"['Cake', 'Bundt Cake', 'Fruit', 'Lemon', 'Dessert', 'Low Sodium']",,,,,,,,,,,,,,,
